id,race,gender,strip_search,items_found
62533,White,M,No,NA
62534,White,M,No,NA
62535,White,M,No,NA
62536,White,M,No,NA
62537,Unknown or Legacy,M,No,NA
62538,White,M,No,NA
62539,Latino,F,No,NA
62540,Latino,M,No,NA
62541,Middle-Eastern,F,No,NA
62542,White,M,No,NA
62543,White,F,No,NA
62544,Black,M,No,NA
62545,South Asian,M,No,NA
62546,Black,F,No,NA
62547,Black,M,No,NA
62548,White,M,No,NA
62549,White,M,No,NA
62550,East/Southeast Asian,M,No,NA
62551,East/Southeast Asian,M,No,NA
62552,East/Southeast Asian,M,No,NA
62553,East/Southeast Asian,M,No,NA
62554,East/Southeast Asian,M,No,NA
62555,East/Southeast Asian,M,No,NA
62556,East/Southeast Asian,M,No,NA
62557,South Asian,M,No,NA
62558,White,M,No,NA
62559,Middle-Eastern,M,No,NA
62560,White,F,No,NA
62561,Unknown or Legacy,F,No,NA
62562,White,M,No,NA
62563,White,M,No,NA
62564,East/Southeast Asian,M,No,NA
62565,Black,M,No,NA
62566,Latino,F,No,NA
62567,White,M,No,NA
62568,Middle-Eastern,M,No,NA
62569,White,M,No,NA
62570,White,M,No,NA
62571,White,M,No,NA
62572,Unknown or Legacy,M,No,NA
62573,Unknown or Legacy,M,No,NA
62574,Black,M,No,NA
62575,Black,M,No,NA
62576,White,F,Yes,0
62577,Middle-Eastern,M,No,NA
62578,White,M,No,NA
62579,South Asian,F,No,NA
62580,South Asian,M,No,NA
62581,Latino,F,No,NA
62582,Latino,F,No,NA
62583,Black,M,No,NA
62584,Black,M,No,NA
62585,East/Southeast Asian,M,No,NA
62586,White,M,No,NA
62587,White,M,No,NA
62588,White,M,No,NA
62589,White,M,No,NA
62590,White,M,No,NA
62591,White,M,No,NA
62592,White,M,No,NA
62593,White,M,No,NA
62594,White,F,No,NA
62595,South Asian,M,No,NA
62596,Unknown or Legacy,M,No,NA
62597,Unknown or Legacy,M,No,NA
62598,Unknown or Legacy,M,No,NA
62599,East/Southeast Asian,F,No,NA
62600,South Asian,M,No,NA
62601,Black,M,No,NA
62602,Unknown or Legacy,M,No,NA
62603,White,F,No,NA
62604,White,M,No,NA
62605,Black,M,No,NA
62606,White,F,No,NA
62607,Black,F,No,NA
62608,Unknown or Legacy,F,No,NA
62609,Black,M,No,NA
62610,White,M,No,NA
62611,Black,F,No,NA
62612,East/Southeast Asian,M,No,NA
62613,Unknown or Legacy,F,No,NA
62614,White,M,No,NA
62615,White,M,No,NA
62616,Unknown or Legacy,F,No,NA
62617,Latino,F,No,NA
62618,Latino,M,No,NA
62619,White,M,No,NA
62620,White,M,No,NA
62621,Middle-Eastern,M,No,NA
62622,Black,M,No,NA
62623,White,M,No,NA
62624,White,M,No,NA
62625,White,M,No,NA
62626,White,M,No,NA
62627,White,M,No,NA
62628,White,M,No,NA
62629,Black,M,No,NA
62630,Black,M,No,NA
62631,Black,M,No,NA
62632,Black,M,No,NA
62633,Black,M,No,NA
62634,South Asian,M,No,NA
62635,South Asian,M,No,NA
62636,South Asian,M,No,NA
62637,Black,M,No,NA
62638,White,M,No,NA
62639,Black,F,No,NA
62640,Middle-Eastern,M,No,NA
62641,White,F,No,NA
62642,White,F,No,NA
62643,South Asian,M,No,NA
62644,Black,M,No,NA
62645,Black,F,No,NA
62646,White,M,Yes,0
62647,Black,M,No,NA
62648,East/Southeast Asian,M,No,NA
62649,Latino,M,No,NA
62650,South Asian,F,No,NA
62651,Latino,M,No,NA
62652,East/Southeast Asian,M,No,NA
62653,East/Southeast Asian,M,No,NA
62654,Black,F,No,NA
62655,White,M,No,NA
62656,White,M,No,NA
62657,Black,M,No,NA
62658,Black,M,No,NA
62659,Black,M,No,NA
62660,Middle-Eastern,F,No,NA
62661,White,M,No,NA
62662,Unknown or Legacy,M,No,NA
62663,Unknown or Legacy,M,No,NA
62664,White,M,No,NA
62665,White,M,No,NA
62666,White,M,No,NA
62667,Black,F,No,NA
62668,Black,F,No,NA
62669,White,M,No,NA
62670,East/Southeast Asian,M,No,NA
62671,Unknown or Legacy,M,No,NA
62672,Black,M,No,NA
62673,Black,M,No,NA
62674,Black,M,No,NA
62675,Middle-Eastern,M,No,NA
62676,Middle-Eastern,M,No,NA
62677,Middle-Eastern,M,No,NA
62678,Middle-Eastern,M,No,NA
62679,White,F,No,NA
62680,Unknown or Legacy,M,No,NA
62681,South Asian,M,No,NA
62682,South Asian,M,No,NA
62683,East/Southeast Asian,M,Yes,0
62684,East/Southeast Asian,M,Yes,0
62685,East/Southeast Asian,F,No,NA
62686,Black,M,No,NA
62687,Black,M,No,NA
62688,Black,F,No,NA
62689,White,M,No,NA
62690,Black,M,No,NA
62691,Unknown or Legacy,M,No,NA
62692,East/Southeast Asian,M,No,NA
62693,Middle-Eastern,M,No,NA
62694,Black,M,No,NA
62695,Black,F,No,NA
62696,White,M,No,NA
62697,South Asian,M,No,NA
62698,White,M,No,NA
62699,Latino,M,No,NA
62700,Black,F,No,NA
62701,East/Southeast Asian,M,No,NA
62702,East/Southeast Asian,M,No,NA
62703,Middle-Eastern,M,No,NA
62704,East/Southeast Asian,M,No,NA
62705,Indigenous,M,No,NA
62706,Indigenous,F,No,NA
62707,Black,M,No,NA
62708,Black,M,No,NA
62709,Black,M,No,NA
62710,White,M,No,NA
62711,Black,M,No,NA
62712,Middle-Eastern,M,No,NA
62713,Black,M,No,NA
62714,South Asian,F,No,NA
62715,White,M,No,NA
62716,Black,F,No,NA
62717,Unknown or Legacy,M,No,NA
62718,Middle-Eastern,F,No,NA
62719,Middle-Eastern,F,No,NA
62720,Black,M,No,NA
62721,White,M,No,NA
62722,White,M,No,NA
62723,South Asian,M,No,NA
62724,Indigenous,M,No,NA
62725,White,M,No,NA
62726,White,M,No,NA
62727,East/Southeast Asian,F,No,NA
62728,Black,M,No,NA
62729,Black,M,No,NA
62730,White,M,No,NA
62731,Latino,M,No,NA
62732,White,M,No,NA
62733,White,M,No,NA
62734,White,M,No,NA
62735,South Asian,F,No,NA
62736,Unknown or Legacy,M,No,NA
62737,East/Southeast Asian,M,No,NA
62738,White,M,No,NA
62739,White,M,No,NA
62740,White,M,No,NA
62741,White,M,No,NA
62742,Unknown or Legacy,M,No,NA
62743,East/Southeast Asian,M,No,NA
62744,Black,F,No,NA
62745,Black,F,No,NA
62746,White,M,No,NA
62747,South Asian,M,No,NA
62748,Black,M,No,NA
62749,White,M,No,NA
62750,White,F,No,NA
62751,White,F,No,NA
62752,White,M,No,NA
62753,White,M,No,NA
62754,White,M,No,NA
62755,White,M,No,NA
62756,Black,F,No,NA
62757,Black,F,No,NA
62758,Black,M,No,NA
62759,Black,M,No,NA
62760,Black,M,No,NA
62761,Black,M,No,NA
62762,Black,M,No,NA
62763,Black,M,No,NA
62764,Black,M,No,NA
62765,Black,M,No,NA
62766,Black,M,No,NA
62767,Black,M,No,NA
62768,Black,M,No,NA
62769,White,M,No,NA
62770,White,M,No,NA
62771,Black,F,No,NA
62772,Black,M,No,NA
62773,White,M,No,NA
62774,Indigenous,M,No,NA
62775,White,M,No,NA
62776,White,F,No,NA
62777,White,F,No,NA
62778,White,F,No,NA
62779,White,F,No,NA
62780,Black,M,No,NA
62781,White,F,No,NA
62782,Black,M,No,NA
62783,White,M,No,NA
62784,White,M,No,NA
62785,East/Southeast Asian,M,No,NA
62786,Latino,F,No,NA
62787,Latino,F,No,NA
62788,Latino,F,No,NA
62789,White,M,No,NA
62790,White,M,No,NA
62791,White,M,No,NA
62792,White,M,No,NA
62793,White,M,No,NA
62794,White,M,No,NA
62795,White,M,No,NA
62796,Black,M,No,NA
62797,Black,M,No,NA
62798,Middle-Eastern,M,No,NA
62799,White,M,No,NA
62800,South Asian,M,No,NA
62801,East/Southeast Asian,M,No,NA
62802,Black,M,No,NA
62803,Unknown or Legacy,M,No,NA
62804,Black,M,No,NA
62805,Black,M,No,NA
62806,White,M,No,NA
62807,White,F,No,NA
62808,Black,F,No,NA
62809,White,F,No,NA
62810,White,F,No,NA
62811,White,M,No,NA
62812,East/Southeast Asian,M,No,NA
62813,South Asian,F,No,NA
62814,Indigenous,M,No,NA
62815,White,M,No,NA
62816,White,M,No,NA
62817,White,F,No,NA
62818,Black,M,No,NA
62819,White,M,No,NA
62820,White,M,No,NA
62821,White,M,No,NA
62822,White,F,No,NA
62823,White,F,No,NA
62824,White,M,No,NA
62825,White,F,No,NA
62826,Middle-Eastern,M,No,NA
62827,South Asian,M,No,NA
62828,Unknown or Legacy,M,No,NA
62829,White,M,No,NA
62830,East/Southeast Asian,M,No,NA
62831,East/Southeast Asian,M,No,NA
62832,Black,M,No,NA
62833,Latino,M,No,NA
62834,Latino,M,No,NA
62835,Black,M,No,NA
62836,White,M,No,NA
62837,White,M,No,NA
62838,East/Southeast Asian,M,No,NA
62839,White,F,No,NA
62840,Unknown or Legacy,M,No,NA
62841,White,M,No,NA
62842,White,M,No,NA
62843,White,M,No,NA
62844,White,M,No,NA
62845,Black,M,No,NA
62846,East/Southeast Asian,M,No,NA
62847,Unknown or Legacy,M,No,NA
62848,East/Southeast Asian,F,No,NA
62849,White,F,No,NA
62850,White,F,No,NA
62851,Black,M,No,NA
62852,White,M,No,NA
62853,Black,M,No,NA
62854,South Asian,M,No,NA
62855,White,M,No,NA
62856,Unknown or Legacy,M,No,NA
62857,White,F,No,NA
62858,Black,M,No,NA
62859,White,M,No,NA
62860,Black,M,No,NA
62861,Black,M,No,NA
62862,White,M,No,NA
62863,Black,M,No,NA
62864,White,M,No,NA
62865,Middle-Eastern,M,No,NA
62866,White,M,No,NA
62867,South Asian,M,No,NA
62868,Middle-Eastern,M,No,NA
62869,White,M,No,NA
62870,White,M,No,NA
62871,Unknown or Legacy,M,No,NA
62872,Unknown or Legacy,M,No,NA
62873,White,M,No,NA
62874,White,M,No,NA
62875,White,M,No,NA
62876,White,F,No,NA
62877,White,M,No,NA
62878,White,M,No,NA
62879,White,M,No,NA
62880,Unknown or Legacy,M,No,NA
62881,Black,M,No,NA
62882,White,F,No,NA
62883,Unknown or Legacy,M,No,NA
62884,Unknown or Legacy,M,No,NA
62885,Unknown or Legacy,M,No,NA
62886,Unknown or Legacy,M,No,NA
62887,Black,F,No,NA
62888,Black,M,No,NA
62889,Middle-Eastern,M,No,NA
62890,Black,M,No,NA
62891,White,F,No,NA
62892,Middle-Eastern,M,No,NA
62893,Unknown or Legacy,F,No,NA
62894,Black,M,No,NA
62895,Latino,M,No,NA
62896,Unknown or Legacy,M,No,NA
62897,White,M,No,NA
62898,Latino,M,No,NA
62899,White,M,No,NA
62900,Black,M,No,NA
62901,Latino,M,No,NA
62902,Latino,F,No,NA
62903,South Asian,M,No,NA
62904,South Asian,F,No,NA
62905,East/Southeast Asian,M,No,NA
62906,White,M,No,NA
62907,Unknown or Legacy,M,No,NA
62908,Black,M,No,NA
62909,Black,M,No,NA
62910,White,M,No,NA
62911,White,M,No,NA
62912,Black,F,No,NA
62913,Black,F,No,NA
62914,Middle-Eastern,M,No,NA
62915,Unknown or Legacy,M,No,NA
62916,White,M,No,NA
62917,Latino,M,No,NA
62918,Unknown or Legacy,M,No,NA
62919,Black,M,No,NA
62920,White,M,No,NA
62921,South Asian,F,No,NA
62922,White,M,No,NA
62923,Middle-Eastern,M,No,NA
62924,White,M,No,NA
62925,White,M,No,NA
62926,White,M,No,NA
62927,White,M,No,NA
62928,White,M,No,NA
62929,Latino,M,No,NA
62930,Black,M,No,NA
62931,Indigenous,M,No,NA
62932,Black,M,No,NA
62933,White,M,No,NA
62934,White,M,No,NA
62935,White,F,No,NA
62936,Indigenous,M,No,NA
62937,White,M,No,NA
62938,South Asian,M,No,NA
62939,White,F,No,NA
62940,Latino,M,No,NA
62941,South Asian,M,No,NA
62942,Black,M,No,NA
62943,White,M,No,NA
62944,Unknown or Legacy,M,No,NA
62945,Black,M,No,NA
62946,White,M,No,NA
62947,South Asian,M,No,NA
62948,White,F,No,NA
62949,Black,M,No,NA
62950,Unknown or Legacy,M,No,NA
62951,Latino,M,No,NA
62952,Unknown or Legacy,M,No,NA
62953,Unknown or Legacy,M,No,NA
62954,White,M,No,NA
62955,Black,M,No,NA
62956,Unknown or Legacy,M,No,NA
62957,Black,M,No,NA
62958,Unknown or Legacy,F,No,NA
62959,White,F,No,NA
62960,East/Southeast Asian,M,Yes,0
62961,East/Southeast Asian,M,No,NA
62962,Black,F,No,NA
62963,Black,M,No,NA
62964,Latino,F,No,NA
62965,East/Southeast Asian,M,No,NA
62966,Latino,M,No,NA
62967,Unknown or Legacy,M,No,NA
62968,Latino,M,No,NA
62969,Latino,M,No,NA
62970,Black,M,No,NA
62971,White,F,No,NA
62972,Latino,M,No,NA
62973,East/Southeast Asian,M,No,NA
62974,South Asian,M,No,NA
62975,South Asian,M,No,NA
62976,South Asian,M,No,NA
62977,South Asian,M,No,NA
62978,White,M,No,NA
62979,South Asian,M,No,NA
62980,South Asian,M,No,NA
62981,South Asian,M,No,NA
62982,South Asian,M,No,NA
62983,South Asian,M,No,NA
62984,South Asian,M,No,NA
62985,South Asian,M,No,NA
62986,South Asian,M,No,NA
62987,South Asian,M,No,NA
62988,South Asian,M,No,NA
62989,South Asian,M,No,NA
62990,South Asian,M,No,NA
62991,Black,M,No,NA
62992,Latino,M,No,NA
62993,Black,M,No,NA
62994,East/Southeast Asian,M,No,NA
62995,East/Southeast Asian,F,No,NA
62996,Black,M,No,NA
62997,White,M,No,NA
62998,White,M,No,NA
62999,Middle-Eastern,M,No,NA
63000,Unknown or Legacy,M,Yes,0
63001,Unknown or Legacy,M,Yes,0
63002,Unknown or Legacy,M,No,NA
63003,South Asian,F,No,NA
63004,Black,M,No,NA
63005,White,M,No,NA
63006,East/Southeast Asian,F,No,NA
63007,White,M,No,NA
63008,Unknown or Legacy,M,No,NA
63009,White,M,No,NA
63010,White,M,No,NA
63011,Black,M,No,NA
63012,South Asian,M,No,NA
63013,East/Southeast Asian,M,No,NA
63014,Indigenous,M,No,NA
63015,Black,F,No,NA
63016,Unknown or Legacy,M,No,NA
63017,Black,F,No,NA
63018,East/Southeast Asian,M,No,NA
63019,Black,F,No,NA
63020,White,F,No,NA
63021,East/Southeast Asian,M,No,NA
63022,Unknown or Legacy,M,No,NA
63023,Latino,M,No,NA
63024,White,M,No,NA
63025,South Asian,M,No,NA
63026,White,M,No,NA
63027,Black,F,No,NA
63028,Unknown or Legacy,M,No,NA
63029,White,M,No,NA
63030,White,F,No,NA
63031,South Asian,M,No,NA
63032,East/Southeast Asian,F,No,NA
63033,Middle-Eastern,M,No,NA
63034,Latino,M,No,NA
63035,South Asian,M,No,NA
63036,White,F,No,NA
63037,White,F,No,NA
63038,Latino,M,No,NA
63039,East/Southeast Asian,M,No,NA
63040,Black,F,No,NA
63041,Latino,M,No,NA
63042,White,M,No,NA
63043,East/Southeast Asian,M,No,NA
63044,Middle-Eastern,M,No,NA
63045,East/Southeast Asian,M,No,NA
63046,Black,M,No,NA
63047,Unknown or Legacy,M,No,NA
63048,Unknown or Legacy,F,No,NA
63049,Black,M,No,NA
63050,Black,M,No,NA
63051,White,M,No,NA
63052,White,M,No,NA
63053,Black,M,No,NA
63054,East/Southeast Asian,M,No,NA
63055,South Asian,M,No,NA
63056,East/Southeast Asian,M,No,NA
63057,Black,M,No,NA
63058,East/Southeast Asian,M,No,NA
63059,White,M,No,NA
63060,White,M,No,NA
63061,East/Southeast Asian,M,No,NA
63062,Latino,M,No,NA
63063,Unknown or Legacy,M,No,NA
63064,Black,M,No,NA
63065,Black,M,No,NA
63066,White,M,No,NA
63067,White,M,No,NA
63068,Black,F,No,NA
63069,East/Southeast Asian,F,No,NA
63070,Black,M,No,NA
63071,Latino,M,No,NA
63072,White,F,No,NA
63073,White,M,No,NA
63074,Black,M,No,NA
63075,Unknown or Legacy,M,No,NA
63076,White,M,No,NA
63077,Black,M,No,NA
63078,Unknown or Legacy,M,No,NA
63079,Unknown or Legacy,M,No,NA
63080,White,M,No,NA
63081,South Asian,M,No,NA
63082,White,M,No,NA
63083,White,M,No,NA
63084,Unknown or Legacy,F,No,NA
63085,Black,M,No,NA
63086,Black,F,No,NA
63087,East/Southeast Asian,F,No,NA
63088,Unknown or Legacy,M,No,NA
63089,White,M,No,NA
63090,Middle-Eastern,M,No,NA
63091,East/Southeast Asian,M,No,NA
63092,Unknown or Legacy,M,No,NA
63093,Unknown or Legacy,F,No,NA
63094,White,M,No,NA
63095,White,M,No,NA
63096,White,M,No,NA
63097,White,M,No,NA
63098,White,M,No,NA
63099,Black,M,No,NA
63100,Black,M,No,NA
63101,Black,M,No,NA
63102,South Asian,M,No,NA
63103,White,F,No,NA
63104,White,F,No,NA
63105,Black,M,No,NA
63106,Middle-Eastern,M,No,NA
63107,South Asian,M,No,NA
63108,South Asian,M,No,NA
63109,Black,M,No,NA
63110,White,M,No,NA
63111,White,M,No,NA
63112,White,M,No,NA
63113,White,M,No,NA
63114,White,M,No,NA
63115,Black,M,No,NA
63116,Black,M,No,NA
63117,White,M,No,NA
63118,South Asian,M,No,NA
63119,Black,F,No,NA
63120,East/Southeast Asian,M,No,NA
63121,Black,M,No,NA
63122,South Asian,M,No,NA
63123,South Asian,M,No,NA
63124,White,M,No,NA
63125,Latino,F,No,NA
63126,Middle-Eastern,F,No,NA
63127,Black,M,Yes,0
63128,Black,M,No,NA
63129,White,M,No,NA
63130,East/Southeast Asian,M,No,NA
63131,White,M,No,NA
63132,East/Southeast Asian,M,No,NA
63133,Middle-Eastern,M,No,NA
63134,Unknown or Legacy,F,No,NA
63135,Middle-Eastern,M,No,NA
63136,White,F,No,NA
63137,East/Southeast Asian,F,No,NA
63138,White,F,No,NA
63139,White,M,No,NA
63140,White,M,No,NA
63141,Black,F,No,NA
63142,Black,M,Yes,0
63143,White,M,No,NA
63144,Black,F,No,NA
63145,White,M,No,NA
63146,East/Southeast Asian,M,No,NA
63147,Middle-Eastern,M,No,NA
63148,Indigenous,M,No,NA
63149,Black,F,No,NA
63150,East/Southeast Asian,M,No,NA
63151,White,M,No,NA
63152,White,M,No,NA
63153,Middle-Eastern,M,No,NA
63154,Black,M,No,NA
63155,South Asian,F,No,NA
63156,East/Southeast Asian,M,No,NA
63157,Unknown or Legacy,M,No,NA
63158,South Asian,F,No,NA
63159,White,M,No,NA
63160,Middle-Eastern,M,No,NA
63161,White,F,No,NA
63162,Unknown or Legacy,M,No,NA
63163,Unknown or Legacy,F,No,NA
63164,Black,M,No,NA
63165,White,M,No,NA
63166,East/Southeast Asian,M,No,NA
63167,Black,F,No,NA
63168,Black,F,No,NA
63169,White,M,No,NA
63170,East/Southeast Asian,M,No,NA
63171,Latino,M,No,NA
63172,Latino,M,No,NA
63173,Black,M,No,NA
63174,Latino,M,No,NA
63175,Indigenous,F,No,NA
63176,Indigenous,F,No,NA
63177,Indigenous,F,No,NA
63178,Indigenous,F,No,NA
63179,Indigenous,F,No,NA
63180,White,F,No,NA
63181,White,M,No,NA
63182,White,M,No,NA
63183,Black,F,No,NA
63184,East/Southeast Asian,F,No,NA
63185,Latino,F,No,NA
63186,East/Southeast Asian,M,No,NA
63187,Black,M,No,NA
63188,White,M,No,NA
63189,Latino,M,No,NA
63190,East/Southeast Asian,M,No,NA
63191,White,M,No,NA
63192,Latino,F,No,NA
63193,Indigenous,M,No,NA
63194,South Asian,M,No,NA
63195,White,F,No,NA
63196,White,M,No,NA
63197,East/Southeast Asian,F,No,NA
63198,Black,F,No,NA
63199,White,M,No,NA
63200,White,F,No,NA
63201,East/Southeast Asian,F,No,NA
63202,White,F,No,NA
63203,South Asian,F,No,NA
63204,White,F,No,NA
63205,East/Southeast Asian,F,No,NA
63206,White,M,No,NA
63207,White,M,No,NA
63208,Unknown or Legacy,F,No,NA
63209,White,M,No,NA
63210,Middle-Eastern,M,No,NA
63211,Middle-Eastern,M,No,NA
63212,Black,M,No,NA
63213,White,M,No,NA
63214,Black,M,No,NA
63215,Black,M,No,NA
63216,White,M,No,NA
63217,Black,F,No,NA
63218,East/Southeast Asian,F,No,NA
63219,Indigenous,M,No,NA
63220,White,M,No,NA
63221,White,F,No,NA
63222,Black,F,No,NA
63223,Latino,M,No,NA
63224,Indigenous,M,No,NA
63225,White,F,No,NA
63226,South Asian,F,No,NA
63227,Black,M,No,NA
63228,Latino,M,No,NA
63229,Latino,F,No,NA
63230,Black,F,No,NA
63231,White,M,No,NA
63232,White,M,No,NA
63233,Middle-Eastern,M,No,NA
63234,Unknown or Legacy,M,No,NA
63235,Black,M,No,NA
63236,Unknown or Legacy,M,No,NA
63237,White,M,No,NA
63238,White,F,No,NA
63239,Black,F,No,NA
63240,East/Southeast Asian,M,No,NA
63241,White,F,No,NA
63242,White,F,No,NA
63243,East/Southeast Asian,F,No,NA
63244,Unknown or Legacy,M,No,NA
63245,East/Southeast Asian,M,No,NA
63246,Unknown or Legacy,F,No,NA
63247,Black,M,No,NA
63248,Black,M,No,NA
63249,Unknown or Legacy,M,No,NA
63250,Black,M,No,NA
63251,Black,M,No,NA
63252,East/Southeast Asian,M,No,NA
63253,Black,M,No,NA
63254,South Asian,M,No,NA
63255,East/Southeast Asian,M,No,NA
63256,White,M,No,NA
63257,Latino,M,No,NA
63258,White,F,No,NA
63259,White,F,No,NA
63260,White,F,No,NA
63261,White,F,No,NA
63262,White,M,No,NA
63263,Black,F,No,NA
63264,East/Southeast Asian,M,No,NA
63265,Black,M,No,NA
63266,East/Southeast Asian,F,No,NA
63267,White,M,No,NA
63268,Middle-Eastern,M,No,NA
63269,East/Southeast Asian,M,No,NA
63270,Black,M,No,NA
63271,White,M,No,NA
63272,Black,M,No,NA
63273,White,M,No,NA
63274,White,M,No,NA
63275,East/Southeast Asian,M,No,NA
63276,Black,M,No,NA
63277,White,M,No,NA
63278,White,F,No,NA
63279,White,M,No,NA
63280,White,M,No,NA
63281,White,M,No,NA
63282,White,M,No,NA
63283,White,F,No,NA
63284,East/Southeast Asian,F,No,NA
63285,South Asian,M,No,NA
63286,East/Southeast Asian,M,No,NA
63287,Black,M,No,NA
63288,Black,M,No,NA
63289,Black,M,No,NA
63290,Black,M,No,NA
63291,Black,M,No,NA
63292,White,F,No,NA
63293,Unknown or Legacy,M,No,NA
63294,Unknown or Legacy,M,No,NA
63295,East/Southeast Asian,M,No,NA
63296,East/Southeast Asian,M,No,NA
63297,White,F,No,NA
63298,White,F,No,NA
63299,East/Southeast Asian,F,No,NA
63300,Middle-Eastern,M,No,NA
63301,Latino,M,No,NA
63302,East/Southeast Asian,M,No,NA
63303,Black,F,No,NA
63304,Unknown or Legacy,M,No,NA
63305,Indigenous,F,No,NA
63306,South Asian,M,No,NA
63307,Unknown or Legacy,F,No,NA
63308,Unknown or Legacy,F,No,NA
63309,Unknown or Legacy,M,No,NA
63310,East/Southeast Asian,M,No,NA
63311,South Asian,M,No,NA
63312,White,M,No,NA
63313,South Asian,M,No,NA
63314,South Asian,M,No,NA
63315,White,M,No,NA
63316,Unknown or Legacy,M,No,NA
63317,Middle-Eastern,M,No,NA
63318,Middle-Eastern,M,No,NA
63319,White,F,No,NA
63320,Unknown or Legacy,M,No,NA
63321,White,F,No,NA
63322,White,F,No,NA
63323,White,F,No,NA
63324,Black,F,No,NA
63325,Black,M,No,NA
63326,Black,M,No,NA
63327,South Asian,M,No,NA
63328,East/Southeast Asian,M,No,NA
63329,White,M,No,NA
63330,White,M,No,NA
63331,South Asian,F,No,NA
63332,Black,M,No,NA
63333,White,F,No,NA
63334,South Asian,M,No,NA
63335,White,M,No,NA
63336,White,F,No,NA
63337,Black,F,No,NA
63338,Black,M,No,NA
63339,Unknown or Legacy,M,No,NA
63340,Black,M,No,NA
63341,Unknown or Legacy,F,No,NA
63342,East/Southeast Asian,F,No,NA
63343,Middle-Eastern,M,No,NA
63344,Black,M,No,NA
63345,White,M,No,NA
63346,White,M,No,NA
63347,Black,M,No,NA
63348,East/Southeast Asian,M,No,NA
63349,Latino,F,No,NA
63350,East/Southeast Asian,M,No,NA
63351,White,F,No,NA
63352,South Asian,M,No,NA
63353,South Asian,M,No,NA
63354,White,M,No,NA
63355,Black,M,No,NA
63356,Unknown or Legacy,M,No,NA
63357,East/Southeast Asian,F,No,NA
63358,White,F,No,NA
63359,White,F,No,NA
63360,White,M,No,NA
63361,White,M,No,NA
63362,White,M,No,NA
63363,White,F,No,NA
63364,White,F,No,NA
63365,Black,M,No,NA
63366,Black,M,No,NA
63367,White,M,No,NA
63368,White,M,No,NA
63369,South Asian,M,No,NA
63370,Middle-Eastern,M,No,NA
63371,Unknown or Legacy,F,No,NA
63372,Unknown or Legacy,M,No,NA
63373,East/Southeast Asian,M,No,NA
63374,East/Southeast Asian,M,No,NA
63375,South Asian,F,No,NA
63376,White,M,No,NA
63377,White,M,No,NA
63378,White,M,No,NA
63379,Latino,F,No,NA
63380,East/Southeast Asian,F,No,NA
63381,White,F,No,NA
63382,Latino,F,No,NA
63383,South Asian,M,No,NA
63384,Latino,F,No,NA
63385,White,M,No,NA
63386,Unknown or Legacy,F,No,NA
63387,Unknown or Legacy,M,No,NA
63388,Middle-Eastern,M,No,NA
63389,Middle-Eastern,M,No,NA
63390,Unknown or Legacy,F,No,NA
63391,White,F,No,NA
63392,Unknown or Legacy,M,No,NA
63393,Unknown or Legacy,M,No,NA
63394,South Asian,M,No,NA
63395,East/Southeast Asian,M,No,NA
63396,White,M,No,NA
63397,Latino,M,No,NA
63398,Black,F,No,NA
63399,White,M,No,NA
63400,Unknown or Legacy,M,No,NA
63401,White,F,No,NA
63402,White,F,No,NA
63403,White,M,No,NA
63404,East/Southeast Asian,M,No,NA
63405,Middle-Eastern,M,No,NA
63406,East/Southeast Asian,M,No,NA
63407,Middle-Eastern,M,No,NA
63408,Black,M,No,NA
63409,East/Southeast Asian,F,No,NA
63410,Black,F,No,NA
63411,Black,M,No,NA
63412,South Asian,M,No,NA
63413,White,M,No,NA
63414,White,M,No,NA
63415,Indigenous,M,No,NA
63416,White,F,No,NA
63417,White,M,No,NA
63418,White,M,No,NA
63419,White,F,No,NA
63420,White,F,No,NA
63421,White,F,No,NA
63422,White,M,No,NA
63423,Black,F,No,NA
63424,Unknown or Legacy,F,No,NA
63425,East/Southeast Asian,M,No,NA
63426,Unknown or Legacy,M,No,NA
63427,White,M,No,NA
63428,Middle-Eastern,F,No,NA
63429,Unknown or Legacy,M,No,NA
63430,Black,M,No,NA
63431,Black,M,No,NA
63432,Black,F,No,NA
63433,Black,F,No,NA
63434,Black,F,No,NA
63435,White,M,No,NA
63436,Black,F,Yes,0
63437,Black,M,No,NA
63438,White,M,No,NA
63439,Black,M,No,NA
63440,Black,M,No,NA
63441,Black,M,Yes,0
63442,White,M,No,NA
63443,Latino,M,No,NA
63444,Latino,M,No,NA
63445,White,M,No,NA
63446,Latino,F,No,NA
63447,Unknown or Legacy,M,No,NA
63448,East/Southeast Asian,M,No,NA
63449,White,M,No,NA
63450,East/Southeast Asian,M,No,NA
63451,East/Southeast Asian,M,No,NA
63452,White,M,No,NA
63453,East/Southeast Asian,M,No,NA
63454,White,F,No,NA
63455,Latino,M,No,NA
63456,White,M,No,NA
63457,East/Southeast Asian,F,No,NA
63458,Black,M,No,NA
63459,Black,M,No,NA
63460,Black,M,No,NA
63461,East/Southeast Asian,M,No,NA
63462,Latino,M,No,NA
63463,Black,M,No,NA
63464,Latino,F,No,NA
63465,East/Southeast Asian,F,No,NA
63466,East/Southeast Asian,M,No,NA
63467,Black,M,No,NA
63468,Latino,F,No,NA
63469,Black,M,No,NA
63470,Middle-Eastern,M,No,NA
63471,White,F,No,NA
63472,South Asian,M,No,NA
63473,White,F,No,NA
63474,East/Southeast Asian,M,No,NA
63475,South Asian,M,No,NA
63476,Black,M,No,NA
63477,White,M,No,NA
